out_label,lhs_label,rhs_label,out_ndx,out_pdx,opcode,zero,location
53,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:292
54,0,34,nan,nan,Select,0,UNKNOWN
55,54,0,nan,nan,ICmp,0,UNKNOWN
56,54,0,nan,nan,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:299
57,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:301
58,54,0,nan,nan,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:305
59,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:316
60,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:182
61,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:0
62,0,34,nan,nan,ICmp,0,UNKNOWN
63,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:321
64,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:324
65,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:166
66,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:167
67,34,0,nan,nan,ICmp,0,UNKNOWN
68,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:245
69,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:248
70,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:176
71,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:182
72,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:0
73,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:187
74,73,68,nan,nan,ICmp,0,UNKNOWN
75,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:205
76,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:206
77,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:207
78,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:166
79,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:167
80,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:269
81,0,0,1.000000,1.000000,,0,input_char
82,81,0,nan,nan,ICmp,0,UNKNOWN
83,81,0,nan,nan,ICmp,0,UNKNOWN
84,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
85,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
86,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:130
87,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:59
88,87,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:108
89,0,0,1.000000,1.000000,,0,input_char
90,89,0,nan,nan,ICmp,0,UNKNOWN
91,89,0,nan,nan,ICmp,0,UNKNOWN
92,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
93,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
94,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
95,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
96,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
97,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
98,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
99,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
100,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
101,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
102,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:130
103,89,0,nan,nan,ICmp,0,UNKNOWN
104,89,0,nan,nan,ICmp,0,UNKNOWN
105,80,0,nan,nan,ICmp,0,UNKNOWN
106,80,0,0.000000,0.000000,LShr,1,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:397
107,80,0,-7.000000,1.000000,And,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:282
108,107,0,nan,nan,ICmp,0,UNKNOWN
109,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:284
110,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:292
111,0,80,nan,nan,Select,0,UNKNOWN
112,111,0,nan,nan,ICmp,0,UNKNOWN
113,111,0,nan,nan,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:299
114,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:301
115,111,0,nan,nan,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:305
116,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:316
117,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:182
118,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:0
119,68,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:187
120,119,80,nan,nan,ICmp,0,UNKNOWN
121,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:321
122,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:324
123,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:166
124,80,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:167
125,13,0,nan,nan,ICmp,0,UNKNOWN
126,0,0,1.000000,1.000000,,0,input_char
127,126,0,nan,nan,ICmp,0,UNKNOWN
128,126,0,nan,nan,ICmp,0,UNKNOWN
129,126,0,nan,nan,ICmp,0,UNKNOWN
130,13,0,nan,nan,ICmp,0,UNKNOWN
131,0,0,1.000000,1.000000,,0,input_char
132,131,0,nan,nan,ICmp,0,UNKNOWN
133,131,0,nan,nan,ICmp,0,UNKNOWN
134,131,0,nan,nan,ICmp,0,UNKNOWN
135,131,0,nan,nan,ICmp,0,UNKNOWN
136,13,0,nan,nan,ICmp,0,UNKNOWN
