out_label,lhs_label,rhs_label,out_ndx,out_pdx,opcode,zero,location
55,52,0,0.000000,0.000000,LShr,1,/local/dennis/new/cb-multios/challenges/Childs_Game/src/hi_lo_game.c:37
56,34,0,nan,nan,ICmp,0,UNKNOWN
57,34,0,0.000000,0.000000,LShr,1,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:397
58,34,0,-7.000000,1.000000,And,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:282
59,58,0,nan,nan,ICmp,0,UNKNOWN
60,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:284
61,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:292
62,0,34,nan,nan,Select,0,UNKNOWN
63,62,0,nan,nan,ICmp,0,UNKNOWN
64,62,0,nan,nan,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:299
65,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:301
66,62,0,nan,nan,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:305
67,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:316
68,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:182
69,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:0
70,0,34,nan,nan,ICmp,0,UNKNOWN
71,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:321
72,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:324
73,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:166
74,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:167
75,34,0,nan,nan,ICmp,0,UNKNOWN
76,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:245
77,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:248
78,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:176
79,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:182
80,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:0
81,34,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:187
82,81,76,nan,nan,ICmp,0,UNKNOWN
83,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:205
84,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:206
85,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:207
86,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:166
87,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:167
88,76,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/malloc_common.c:269
89,0,0,1.000000,1.000000,,0,input_char
90,89,0,nan,nan,ICmp,0,UNKNOWN
91,89,0,nan,nan,ICmp,0,UNKNOWN
92,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
93,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
94,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
95,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:130
96,89,0,nan,nan,ICmp,0,UNKNOWN
97,89,0,nan,nan,ICmp,0,UNKNOWN
98,89,0,nan,nan,ICmp,0,UNKNOWN
99,98,0,nan,nan,Select,0,UNKNOWN
100,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:108
101,89,0,10.000000,10.000000,Mul,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:101
102,101,0,nan,nan,ICmp,0,UNKNOWN
103,102,99,nan,nan,Select,0,UNKNOWN
104,100,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:108
105,101,0,100.000000,100.000000,Mul,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:101
106,105,0,nan,nan,ICmp,0,UNKNOWN
107,106,103,nan,nan,Select,0,UNKNOWN
108,104,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:108
109,107,0,nan,nan,ICmp,0,UNKNOWN
110,0,105,-100.000000,-100.000000,Sub,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:124
111,109,110,nan,nan,Select,0,UNKNOWN
112,109,105,nan,nan,Select,0,UNKNOWN
113,0,112,nan,nan,Select,0,UNKNOWN
114,0,113,nan,nan,ICmp,0,UNKNOWN
115,0,113,nan,nan,ICmp,0,UNKNOWN
116,0,0,1.000000,1.000000,,0,input_char
117,116,0,nan,nan,ICmp,0,UNKNOWN
118,116,0,nan,nan,ICmp,0,UNKNOWN
119,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
120,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:117
121,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:130
122,116,0,nan,nan,ICmp,0,UNKNOWN
123,116,0,nan,nan,ICmp,0,UNKNOWN
124,116,0,nan,nan,ICmp,0,UNKNOWN
125,124,0,nan,nan,Select,0,UNKNOWN
126,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:108
127,116,0,10.000000,10.000000,Mul,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:101
128,127,0,nan,nan,ICmp,0,UNKNOWN
129,128,125,nan,nan,Select,0,UNKNOWN
130,126,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:108
131,129,0,nan,nan,ICmp,0,UNKNOWN
132,0,127,-10.000000,-10.000000,Sub,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/strtol.c:124
133,131,132,nan,nan,Select,0,UNKNOWN
134,131,127,nan,nan,Select,0,UNKNOWN
135,0,134,nan,nan,Select,0,UNKNOWN
136,0,135,nan,nan,ICmp,0,UNKNOWN
137,0,0,1.000000,1.000000,,0,input_char
138,137,0,nan,nan,ICmp,0,UNKNOWN
139,137,0,nan,nan,ICmp,0,UNKNOWN
140,88,0,1.000000,1.000000,GetElementPtrt,0,/local/dennis/new/cb-multios/challenges/Childs_Game/lib/fread.c:130
